tokens,words,graphemes,bytes,tokenizer,language
198,26,84,333,gpt2,hin
164,20,65,273,gpt2,hin
134,14,52,223,gpt2,hin
242,25,89,396,gpt2,hin
136,22,69,233,gpt2,hin
111,12,43,185,gpt2,hin
135,20,61,226,gpt2,hin
182,19,67,302,gpt2,hin
96,12,44,164,gpt2,hin
230,20,84,370,gpt2,hin
183,26,89,300,gpt2,hin
199,29,84,334,gpt2,hin
206,24,85,347,gpt2,hin
104,12,42,169,gpt2,hin
148,19,66,253,gpt2,hin
154,21,71,258,gpt2,hin
207,24,83,353,gpt2,hin
214,26,90,354,gpt2,hin
219,23,87,363,gpt2,hin
206,27,87,349,gpt2,hin
415,60,184,703,gpt2,hin
134,17,54,224,gpt2,hin
141,17,60,237,gpt2,hin
316,47,143,548,gpt2,hin
463,56,197,780,gpt2,hin
159,19,72,269,gpt2,hin
138,19,67,227,gpt2,hin
290,35,118,487,gpt2,hin
272,26,98,437,gpt2,hin
259,26,91,416,gpt2,hin
330,34,130,548,gpt2,hin
231,34,100,398,gpt2,hin
289,36,122,483,gpt2,hin
162,21,71,273,gpt2,hin
293,31,107,487,gpt2,hin
165,21,68,279,gpt2,hin
145,16,52,237,gpt2,hin
97,13,46,170,gpt2,hin
236,30,99,393,gpt2,hin
99,15,46,168,gpt2,hin
134,19,59,226,gpt2,hin
204,29,93,342,gpt2,hin
197,25,82,324,gpt2,hin
113,15,51,189,gpt2,hin
205,29,89,356,gpt2,hin
187,23,80,320,gpt2,hin
230,26,94,387,gpt2,hin
109,12,42,180,gpt2,hin
156,22,70,257,gpt2,hin
224,32,108,388,gpt2,hin
160,25,81,271,gpt2,hin
113,14,45,185,gpt2,hin
87,13,42,150,gpt2,hin
184,26,81,309,gpt2,hin
136,19,61,230,gpt2,hin
177,24,79,295,gpt2,hin
132,18,60,225,gpt2,hin
80,11,46,135,gpt2,hin
120,15,49,198,gpt2,hin
181,26,88,313,gpt2,hin
66,9,30,112,gpt2,hin
215,29,102,364,gpt2,hin
121,15,52,204,gpt2,hin
208,23,79,344,gpt2,hin
262,28,107,433,gpt2,hin
141,17,59,233,gpt2,hin
156,21,69,264,gpt2,hin
257,32,110,434,gpt2,hin
203,27,86,338,gpt2,hin
165,19,58,274,gpt2,hin
111,18,57,192,gpt2,hin
145,19,66,238,gpt2,hin
111,14,45,186,gpt2,hin
170,26,83,291,gpt2,hin
423,60,200,713,gpt2,hin
247,34,108,411,gpt2,hin
165,21,69,288,gpt2,hin
254,35,112,422,gpt2,hin
144,26,76,248,gpt2,hin
191,22,72,318,gpt2,hin
66,10,34,115,gpt2,hin
82,11,34,137,gpt2,hin
231,29,95,383,gpt2,hin
187,25,83,316,gpt2,hin
215,25,84,358,gpt2,hin
157,17,58,260,gpt2,hin
249,27,93,410,gpt2,hin
200,25,83,338,gpt2,hin
167,21,73,284,gpt2,hin
87,13,40,145,gpt2,hin
136,22,65,235,gpt2,hin
269,29,101,446,gpt2,hin
304,41,135,520,gpt2,hin
188,24,85,313,gpt2,hin
282,37,118,469,gpt2,hin
118,14,46,193,gpt2,hin
129,19,65,225,gpt2,hin
186,20,73,305,gpt2,hin
269,40,131,469,gpt2,hin
114,16,52,194,gpt2,hin
138,15,55,229,gpt2,hin
224,32,99,382,gpt2,hin
388,50,177,647,gpt2,hin
221,32,104,376,gpt2,hin
99,12,42,162,gpt2,hin
250,32,108,426,gpt2,hin
126,15,54,212,gpt2,hin
140,19,61,232,gpt2,hin
114,19,56,195,gpt2,hin
71,9,29,118,gpt2,hin
191,30,99,337,gpt2,hin
102,13,42,172,gpt2,hin
125,13,44,208,gpt2,hin
116,15,47,191,gpt2,hin
205,26,89,343,gpt2,hin
236,32,101,398,gpt2,hin
256,27,97,421,gpt2,hin
211,28,90,350,gpt2,hin
194,23,83,327,gpt2,hin
205,27,85,339,gpt2,hin
290,38,129,489,gpt2,hin
278,33,113,472,gpt2,hin
209,24,86,342,gpt2,hin
285,32,119,473,gpt2,hin
105,15,51,173,gpt2,hin
66,9,27,116,gpt2,hin
233,30,96,384,gpt2,hin
173,19,65,286,gpt2,hin
115,18,59,198,gpt2,hin
166,25,85,282,gpt2,hin
175,20,77,296,gpt2,hin
158,25,81,271,gpt2,hin
164,21,68,270,gpt2,hin
130,15,65,224,gpt2,hin
176,21,71,294,gpt2,hin
119,15,47,198,gpt2,hin
197,23,82,328,gpt2,hin
98,12,43,164,gpt2,hin
116,21,58,201,gpt2,hin
146,16,54,238,gpt2,hin
182,24,74,308,gpt2,hin
125,15,48,204,gpt2,hin
211,24,82,354,gpt2,hin
147,21,68,247,gpt2,hin
172,25,74,295,gpt2,hin
157,17,61,262,gpt2,hin
67,8,25,113,gpt2,hin
271,36,120,454,gpt2,hin
247,31,116,414,gpt2,hin
207,29,100,350,gpt2,hin
288,34,119,494,gpt2,hin
220,28,92,373,gpt2,hin
320,41,134,542,gpt2,hin
260,31,110,436,gpt2,hin
180,23,71,296,gpt2,hin
247,29,99,406,gpt2,hin
199,26,87,329,gpt2,hin
102,14,46,170,gpt2,hin
206,25,83,336,gpt2,hin
198,27,92,338,gpt2,hin
94,8,36,155,gpt2,hin
106,14,48,183,gpt2,hin
253,33,108,434,gpt2,hin
341,37,148,570,gpt2,hin
260,29,103,435,gpt2,hin
192,25,80,322,gpt2,hin
196,22,80,328,gpt2,hin
537,53,195,890,gpt2,hin
106,18,54,187,gpt2,hin
157,26,76,281,gpt2,hin
313,43,144,555,gpt2,hin
127,20,64,221,gpt2,hin
104,14,50,178,gpt2,hin
98,14,51,161,gpt2,hin
227,25,87,375,gpt2,hin
134,19,54,224,gpt2,hin
146,20,70,246,gpt2,hin
172,22,75,285,gpt2,hin
155,18,58,252,gpt2,hin
259,32,105,434,gpt2,hin
111,14,48,183,gpt2,hin
130,17,59,216,gpt2,hin
266,31,105,443,gpt2,hin
144,19,61,241,gpt2,hin
205,28,87,350,gpt2,hin
108,15,49,180,gpt2,hin
190,24,79,315,gpt2,hin
200,24,79,323,gpt2,hin
144,19,58,244,gpt2,hin
117,13,45,196,gpt2,hin
140,23,68,249,gpt2,hin
149,19,66,249,gpt2,hin
318,42,136,531,gpt2,hin
277,41,136,475,gpt2,hin
188,26,85,312,gpt2,hin
169,23,73,283,gpt2,hin
289,36,124,477,gpt2,hin
205,27,87,350,gpt2,hin
277,38,128,461,gpt2,hin
398,64,186,681,gpt2,hin
247,30,118,408,gpt2,hin
133,20,64,225,gpt2,hin
166,24,81,279,gpt2,hin
165,21,70,284,gpt2,hin
225,27,96,378,gpt2,hin
234,27,93,390,gpt2,hin
118,14,46,198,gpt2,hin
248,34,106,415,gpt2,hin
141,19,66,244,gpt2,hin
295,43,129,499,gpt2,hin
232,32,108,387,gpt2,hin
193,28,87,336,gpt2,hin
343,39,147,572,gpt2,hin
248,36,119,418,gpt2,hin
166,21,68,282,gpt2,hin
177,29,89,305,gpt2,hin
152,19,64,265,gpt2,hin
164,21,70,276,gpt2,hin
180,23,76,301,gpt2,hin
189,27,86,328,gpt2,hin
63,9,28,108,gpt2,hin
82,10,33,136,gpt2,hin
74,10,31,127,gpt2,hin
173,23,77,298,gpt2,hin
109,15,47,182,gpt2,hin
306,40,133,520,gpt2,hin
124,18,59,208,gpt2,hin
214,22,89,351,gpt2,hin
186,23,77,313,gpt2,hin
157,21,67,267,gpt2,hin
196,27,89,335,gpt2,hin
206,31,98,353,gpt2,hin
111,18,53,193,gpt2,hin
186,24,74,310,gpt2,hin
266,33,107,455,gpt2,hin
155,19,69,261,gpt2,hin
188,24,70,309,gpt2,hin
223,32,100,375,gpt2,hin
307,41,145,518,gpt2,hin
241,26,91,402,gpt2,hin
160,19,60,271,gpt2,hin
243,27,100,406,gpt2,hin
318,38,125,539,gpt2,hin
127,17,55,215,gpt2,hin
277,35,113,460,gpt2,hin
195,26,85,329,gpt2,hin
224,22,93,361,gpt2,hin
227,20,76,369,gpt2,hin
172,24,77,294,gpt2,hin
183,23,77,309,gpt2,hin
182,22,73,307,gpt2,hin
353,47,159,593,gpt2,hin
218,28,103,374,gpt2,hin
284,38,141,487,gpt2,hin
159,19,63,266,gpt2,hin
199,28,88,337,gpt2,hin
161,23,72,281,gpt2,hin
208,24,85,351,gpt2,hin
218,27,95,373,gpt2,hin
131,19,58,225,gpt2,hin
184,23,84,313,gpt2,hin
161,20,80,276,gpt2,hin
194,24,88,328,gpt2,hin
221,30,104,374,gpt2,hin
160,22,71,272,gpt2,hin
160,21,68,274,gpt2,hin
100,13,42,169,gpt2,hin
220,33,100,372,gpt2,hin
282,44,127,485,gpt2,hin
128,15,49,211,gpt2,hin
334,32,123,554,gpt2,hin
251,34,106,421,gpt2,hin
224,27,92,367,gpt2,hin
136,17,62,237,gpt2,hin
208,27,84,351,gpt2,hin
180,21,75,298,gpt2,hin
230,27,97,376,gpt2,hin
202,27,92,348,gpt2,hin
279,38,123,477,gpt2,hin
119,16,54,198,gpt2,hin
268,38,113,444,gpt2,hin
284,33,118,483,gpt2,hin
190,23,78,317,gpt2,hin
160,22,68,273,gpt2,hin
197,22,73,326,gpt2,hin
261,36,119,442,gpt2,hin
168,24,76,283,gpt2,hin
173,24,68,290,gpt2,hin
219,32,101,371,gpt2,hin
242,37,119,427,gpt2,hin
113,17,49,193,gpt2,hin
232,26,88,386,gpt2,hin
250,30,102,416,gpt2,hin
245,32,103,420,gpt2,hin
181,26,83,310,gpt2,hin
252,40,124,432,gpt2,hin
150,19,73,249,gpt2,hin
267,31,108,441,gpt2,hin
347,51,170,601,gpt2,hin
175,22,75,296,gpt2,hin
118,17,51,200,gpt2,hin
206,27,87,348,gpt2,hin
156,18,59,261,gpt2,hin
375,51,161,636,gpt2,hin
187,18,67,309,gpt2,hin
140,18,59,231,gpt2,hin
245,36,126,419,gpt2,hin
167,25,84,292,gpt2,hin
442,45,164,728,gpt2,hin
395,44,161,669,gpt2,hin
142,20,66,239,gpt2,hin
247,31,109,415,gpt2,hin
252,30,105,422,gpt2,hin
157,18,62,263,gpt2,hin
344,43,145,575,gpt2,hin
226,31,98,391,gpt2,hin
106,17,62,183,gpt2,hin
290,39,126,492,gpt2,hin
127,17,57,220,gpt2,hin
101,16,51,169,gpt2,hin
109,11,38,179,gpt2,hin
123,16,60,208,gpt2,hin
303,40,131,505,gpt2,hin
170,21,73,287,gpt2,hin
315,37,129,534,gpt2,hin
169,22,73,286,gpt2,hin
276,33,115,467,gpt2,hin
139,17,59,226,gpt2,hin
202,26,88,336,gpt2,hin
255,29,105,418,gpt2,hin
402,45,151,668,gpt2,hin
330,39,138,558,gpt2,hin
153,23,69,267,gpt2,hin
159,27,77,277,gpt2,hin
300,36,136,508,gpt2,hin
193,22,80,318,gpt2,hin
263,33,104,436,gpt2,hin
212,28,100,357,gpt2,hin
329,39,127,547,gpt2,hin
208,27,92,351,gpt2,hin
203,29,93,343,gpt2,hin
117,14,45,190,gpt2,hin
185,19,73,314,gpt2,hin
183,28,81,310,gpt2,hin
105,11,43,170,gpt2,hin
175,19,70,284,gpt2,hin
177,23,93,299,gpt2,hin
269,33,123,449,gpt2,hin
273,23,92,440,gpt2,hin
214,30,89,366,gpt2,hin
251,35,111,425,gpt2,hin
208,29,88,356,gpt2,hin
136,19,58,227,gpt2,hin
147,17,60,243,gpt2,hin
144,16,56,235,gpt2,hin
197,23,85,330,gpt2,hin
160,18,69,263,gpt2,hin
256,30,100,427,gpt2,hin
278,32,111,455,gpt2,hin
247,31,107,410,gpt2,hin
180,26,86,305,gpt2,hin
180,25,80,312,gpt2,hin
242,36,113,400,gpt2,hin
293,34,123,486,gpt2,hin
188,23,76,311,gpt2,hin
147,19,67,255,gpt2,hin
166,23,74,286,gpt2,hin
210,25,85,356,gpt2,hin
196,24,79,327,gpt2,hin
210,23,80,356,gpt2,hin
260,33,106,447,gpt2,hin
295,37,125,484,gpt2,hin
145,22,65,242,gpt2,hin
241,31,108,409,gpt2,hin
196,25,94,328,gpt2,hin
592,67,244,983,gpt2,hin
261,34,105,451,gpt2,hin
333,46,148,569,gpt2,hin
322,33,130,542,gpt2,hin
163,22,71,271,gpt2,hin
159,20,66,267,gpt2,hin
127,18,61,222,gpt2,hin
163,20,71,274,gpt2,hin
414,55,170,698,gpt2,hin
92,12,38,152,gpt2,hin
299,40,125,507,gpt2,hin
276,36,119,465,gpt2,hin
115,17,55,191,gpt2,hin
161,24,77,265,gpt2,hin
200,27,95,339,gpt2,hin
86,8,34,137,gpt2,hin
259,32,110,429,gpt2,hin
302,40,134,510,gpt2,hin
247,31,107,416,gpt2,hin
270,35,119,455,gpt2,hin
337,45,144,573,gpt2,hin
143,22,71,247,gpt2,hin
158,19,60,260,gpt2,hin
225,32,102,378,gpt2,hin
182,25,82,304,gpt2,hin
196,29,89,332,gpt2,hin
92,13,45,154,gpt2,hin
129,17,51,214,gpt2,hin
182,25,77,298,gpt2,hin
180,23,80,303,gpt2,hin
207,34,97,360,gpt2,hin
206,26,89,352,gpt2,hin
164,19,67,271,gpt2,hin
124,14,47,202,gpt2,hin
144,19,63,246,gpt2,hin
138,17,62,236,gpt2,hin
169,22,70,281,gpt2,hin
245,27,102,403,gpt2,hin
162,18,66,266,gpt2,hin
148,21,63,254,gpt2,hin
158,25,73,271,gpt2,hin
114,16,48,190,gpt2,hin
211,25,87,357,gpt2,hin
256,30,99,435,gpt2,hin
332,39,144,559,gpt2,hin
170,18,62,281,gpt2,hin
130,15,50,221,gpt2,hin
164,20,67,277,gpt2,hin
244,28,97,406,gpt2,hin
259,28,100,430,gpt2,hin
188,22,76,312,gpt2,hin
110,16,53,187,gpt2,hin
132,19,60,226,gpt2,hin
235,25,87,381,gpt2,hin
281,33,120,466,gpt2,hin
220,27,88,364,gpt2,hin
259,28,99,422,gpt2,hin
263,29,107,445,gpt2,hin
122,14,52,208,gpt2,hin
206,29,85,352,gpt2,hin
186,26,89,312,gpt2,hin
272,36,114,462,gpt2,hin
199,25,84,335,gpt2,hin
178,21,70,295,gpt2,hin
253,31,103,421,gpt2,hin
202,25,84,345,gpt2,hin
240,28,93,407,gpt2,hin
255,33,110,426,gpt2,hin
187,24,88,312,gpt2,hin
132,13,51,212,gpt2,hin
251,35,111,424,gpt2,hin
113,16,51,195,gpt2,hin
130,16,49,216,gpt2,hin
159,18,62,259,gpt2,hin
145,19,61,247,gpt2,hin
247,37,113,414,gpt2,hin
130,19,58,216,gpt2,hin
173,25,78,288,gpt2,hin
120,17,54,196,gpt2,hin
123,17,53,214,gpt2,hin
120,15,58,197,gpt2,hin
248,31,103,428,gpt2,hin
192,20,71,314,gpt2,hin
152,19,66,257,gpt2,hin
110,13,49,186,gpt2,hin
247,30,99,424,gpt2,hin
70,8,29,113,gpt2,hin
340,39,131,570,gpt2,hin
170,25,76,285,gpt2,hin
304,39,125,517,gpt2,hin
153,22,66,258,gpt2,hin
146,18,59,246,gpt2,hin
157,17,59,258,gpt2,hin
166,20,61,277,gpt2,hin
184,25,74,306,gpt2,hin
97,15,45,160,gpt2,hin
199,24,86,322,gpt2,hin
144,16,59,235,gpt2,hin
98,16,46,169,gpt2,hin
173,25,79,294,gpt2,hin
186,25,81,320,gpt2,hin
184,24,75,304,gpt2,hin
114,17,51,192,gpt2,hin
148,21,72,245,gpt2,hin
97,13,38,162,gpt2,hin
122,18,62,212,gpt2,hin
162,21,62,275,gpt2,hin
199,24,81,326,gpt2,hin
335,48,137,559,gpt2,hin
195,18,66,325,gpt2,hin
319,43,138,530,gpt2,hin
252,30,106,417,gpt2,hin
254,34,108,431,gpt2,hin
108,14,47,183,gpt2,hin
103,15,47,175,gpt2,hin
184,23,78,309,gpt2,hin
152,19,64,250,gpt2,hin
269,32,112,447,gpt2,hin
145,19,72,244,gpt2,hin
211,23,87,340,gpt2,hin
279,29,109,468,gpt2,hin
225,27,94,378,gpt2,hin
227,34,107,384,gpt2,hin
219,26,92,366,gpt2,hin
204,28,90,340,gpt2,hin
283,31,107,470,gpt2,hin
137,14,51,224,gpt2,hin
268,33,112,449,gpt2,hin
174,23,75,287,gpt2,hin
215,26,93,360,gpt2,hin
294,36,128,498,gpt2,hin
197,22,77,330,gpt2,hin
236,31,108,400,gpt2,hin
165,20,73,276,gpt2,hin
289,30,112,477,gpt2,hin
241,31,98,405,gpt2,hin
331,40,137,560,gpt2,hin
167,23,76,290,gpt2,hin
426,53,178,722,gpt2,hin
313,41,138,520,gpt2,hin
244,29,103,408,gpt2,hin
322,40,140,539,gpt2,hin
202,26,84,336,gpt2,hin
488,55,201,809,gpt2,hin
202,25,88,344,gpt2,hin
186,20,72,307,gpt2,hin
165,21,67,277,gpt2,hin
157,23,69,263,gpt2,hin
219,25,87,368,gpt2,hin
114,13,41,187,gpt2,hin
91,10,38,157,gpt2,hin
182,21,64,301,gpt2,hin
140,20,67,234,gpt2,hin
232,27,94,393,gpt2,hin
124,15,51,207,gpt2,hin
173,22,73,293,gpt2,hin
124,19,60,204,gpt2,hin
282,38,126,485,gpt2,hin
189,25,81,319,gpt2,hin
308,38,131,528,gpt2,hin
175,26,81,306,gpt2,hin
258,33,101,448,gpt2,hin
128,15,49,213,gpt2,hin
310,40,137,530,gpt2,hin
130,15,52,220,gpt2,hin
221,32,102,385,gpt2,hin
191,24,80,324,gpt2,hin
184,22,73,311,gpt2,hin
227,28,103,380,gpt2,hin
156,20,68,262,gpt2,hin
177,21,79,294,gpt2,hin
140,22,65,240,gpt2,hin
123,16,53,204,gpt2,hin
132,20,64,221,gpt2,hin
270,28,101,443,gpt2,hin
170,23,86,280,gpt2,hin
216,25,86,357,gpt2,hin
167,19,61,276,gpt2,hin
227,26,87,380,gpt2,hin
181,23,72,307,gpt2,hin
223,27,95,382,gpt2,hin
173,19,64,284,gpt2,hin
167,22,70,285,gpt2,hin
223,31,107,371,gpt2,hin
205,26,87,344,gpt2,hin
192,24,81,326,gpt2,hin
193,26,83,322,gpt2,hin
137,17,65,231,gpt2,hin
182,27,104,313,gpt2,hin
259,35,124,438,gpt2,hin
133,17,59,219,gpt2,hin
133,15,52,222,gpt2,hin
153,22,81,262,gpt2,hin
225,27,91,375,gpt2,hin
130,21,70,220,gpt2,hin
179,27,89,316,gpt2,hin
162,23,74,277,gpt2,hin
220,29,96,370,gpt2,hin
234,29,102,388,gpt2,hin
229,28,95,389,gpt2,hin
114,15,48,190,gpt2,hin
162,21,74,277,gpt2,hin
118,14,45,200,gpt2,hin
117,15,48,201,gpt2,hin
108,16,47,183,gpt2,hin
173,20,67,281,gpt2,hin
173,19,74,285,gpt2,hin
181,23,73,305,gpt2,hin
236,26,88,391,gpt2,hin
324,36,120,542,gpt2,hin
165,20,70,270,gpt2,hin
218,25,82,358,gpt2,hin
141,18,61,233,gpt2,hin
232,33,109,397,gpt2,hin
141,20,66,243,gpt2,hin
217,30,94,373,gpt2,hin
213,25,90,353,gpt2,hin
192,26,92,320,gpt2,hin
227,29,103,377,gpt2,hin
246,32,107,414,gpt2,hin
119,19,64,204,gpt2,hin
107,18,60,191,gpt2,hin
214,29,102,370,gpt2,hin
141,19,66,231,gpt2,hin
221,25,87,371,gpt2,hin
182,23,75,298,gpt2,hin
213,26,87,350,gpt2,hin
178,22,71,308,gpt2,hin
190,21,76,313,gpt2,hin
188,20,73,314,gpt2,hin
181,26,96,310,gpt2,hin
153,17,61,252,gpt2,hin
161,24,75,274,gpt2,hin
265,31,105,438,gpt2,hin
126,17,55,210,gpt2,hin
155,23,70,261,gpt2,hin
153,18,60,259,gpt2,hin
244,33,107,402,gpt2,hin
210,27,85,354,gpt2,hin
190,26,81,315,gpt2,hin
190,29,88,319,gpt2,hin
247,31,101,407,gpt2,hin
242,31,107,414,gpt2,hin
230,30,97,381,gpt2,hin
156,21,69,267,gpt2,hin
270,33,112,452,gpt2,hin
179,22,75,298,gpt2,hin
195,26,79,324,gpt2,hin
149,19,58,250,gpt2,hin
287,37,118,479,gpt2,hin
209,23,82,348,gpt2,hin
300,40,136,509,gpt2,hin
190,27,88,320,gpt2,hin
197,26,84,334,gpt2,hin
181,28,85,320,gpt2,hin
167,24,79,279,gpt2,hin
137,17,57,227,gpt2,hin
119,17,52,199,gpt2,hin
201,25,85,339,gpt2,hin
142,17,57,233,gpt2,hin
190,25,83,319,gpt2,hin
154,21,72,265,gpt2,hin
153,18,63,246,gpt2,hin
193,25,87,328,gpt2,hin
136,18,63,231,gpt2,hin
173,20,72,292,gpt2,hin
193,29,92,324,gpt2,hin
288,38,127,493,gpt2,hin
179,25,94,298,gpt2,hin
250,36,106,416,gpt2,hin
232,32,104,385,gpt2,hin
161,25,81,274,gpt2,hin
141,19,61,232,gpt2,hin
183,24,75,307,gpt2,hin
247,32,116,417,gpt2,hin
169,21,68,283,gpt2,hin
223,32,103,374,gpt2,hin
167,22,75,290,gpt2,hin
142,18,59,240,gpt2,hin
191,24,81,322,gpt2,hin
282,32,115,472,gpt2,hin
193,26,88,323,gpt2,hin
206,31,104,349,gpt2,hin
197,22,75,331,gpt2,hin
194,21,72,317,gpt2,hin
197,24,76,326,gpt2,hin
229,27,89,377,gpt2,hin
194,22,75,317,gpt2,hin
139,17,58,240,gpt2,hin
78,12,40,132,gpt2,hin
317,39,131,534,gpt2,hin
237,29,100,396,gpt2,hin
242,33,102,410,gpt2,hin
364,42,145,605,gpt2,hin
146,22,64,247,gpt2,hin
205,26,85,346,gpt2,hin
258,40,124,448,gpt2,hin
131,16,60,218,gpt2,hin
246,33,106,418,gpt2,hin
236,33,103,405,gpt2,hin
256,30,103,431,gpt2,hin
280,32,104,462,gpt2,hin
280,31,106,462,gpt2,hin
149,20,62,256,gpt2,hin
237,33,101,404,gpt2,hin
145,17,55,241,gpt2,hin
293,38,124,487,gpt2,hin
104,12,40,175,gpt2,hin
261,33,109,429,gpt2,hin
312,37,125,524,gpt2,hin
103,16,51,176,gpt2,hin
189,26,84,314,gpt2,hin
245,32,112,409,gpt2,hin
227,29,99,384,gpt2,hin
149,18,62,250,gpt2,hin
215,28,90,368,gpt2,hin
208,23,79,343,gpt2,hin
311,36,133,523,gpt2,hin
183,28,96,310,gpt2,hin
300,35,126,506,gpt2,hin
202,28,84,354,gpt2,hin
194,26,87,331,gpt2,hin
212,27,93,356,gpt2,hin
105,12,44,175,gpt2,hin
179,19,72,300,gpt2,hin
203,25,90,344,gpt2,hin
224,26,90,367,gpt2,hin
135,20,67,227,gpt2,hin
179,20,71,300,gpt2,hin
289,38,115,488,gpt2,hin
181,21,67,305,gpt2,hin
171,18,71,283,gpt2,hin
167,23,74,285,gpt2,hin
202,27,92,346,gpt2,hin
181,20,69,296,gpt2,hin
225,25,87,381,gpt2,hin
204,28,93,344,gpt2,hin
153,18,60,255,gpt2,hin
155,21,71,268,gpt2,hin
210,23,85,345,gpt2,hin
162,22,74,277,gpt2,hin
194,24,77,324,gpt2,hin
173,25,75,296,gpt2,hin
125,19,55,209,gpt2,hin
248,41,123,432,gpt2,hin
206,30,99,349,gpt2,hin
227,29,98,378,gpt2,hin
201,28,89,332,gpt2,hin
193,31,95,326,gpt2,hin
141,20,63,236,gpt2,hin
132,18,56,219,gpt2,hin
105,15,44,174,gpt2,hin
165,21,70,274,gpt2,hin
124,16,49,210,gpt2,hin
123,13,44,204,gpt2,hin
207,31,101,354,gpt2,hin
219,25,91,365,gpt2,hin
219,22,85,359,gpt2,hin
147,15,50,237,gpt2,hin
272,31,109,458,gpt2,hin
211,25,87,348,gpt2,hin
152,18,63,251,gpt2,hin
246,35,116,419,gpt2,hin
261,32,112,435,gpt2,hin
170,23,71,299,gpt2,hin
133,16,57,224,gpt2,hin
256,31,105,424,gpt2,hin
253,35,106,430,gpt2,hin
126,14,48,209,gpt2,hin
195,27,84,324,gpt2,hin
117,15,47,192,gpt2,hin
203,29,91,342,gpt2,hin
113,17,53,194,gpt2,hin
195,23,79,326,gpt2,hin
147,15,52,243,gpt2,hin
177,28,88,301,gpt2,hin
166,23,82,281,gpt2,hin
271,36,111,451,gpt2,hin
305,43,140,534,gpt2,hin
177,27,81,298,gpt2,hin
257,41,125,442,gpt2,hin
388,43,149,650,gpt2,hin
162,23,72,268,gpt2,hin
178,25,78,290,gpt2,hin
275,37,121,469,gpt2,hin
192,26,86,326,gpt2,hin
258,36,117,438,gpt2,hin
202,29,85,347,gpt2,hin
306,40,133,524,gpt2,hin
165,20,69,289,gpt2,hin
102,13,43,173,gpt2,hin
296,35,117,497,gpt2,hin
141,16,56,238,gpt2,hin
79,8,27,130,gpt2,hin
235,30,109,393,gpt2,hin
237,33,103,404,gpt2,hin
390,40,155,650,gpt2,hin
148,18,64,249,gpt2,hin
139,16,56,226,gpt2,hin
79,11,35,133,gpt2,hin
253,34,110,435,gpt2,hin
88,14,44,153,gpt2,hin
208,27,91,353,gpt2,hin
250,37,113,427,gpt2,hin
254,37,126,429,gpt2,hin
229,30,100,389,gpt2,hin
93,13,44,157,gpt2,hin
263,32,118,443,gpt2,hin
